NDWI,FloodRisk
-0.593,-0.113
-0.681,-0.12
-0.62,-0.134
-0.693,-0.16
-0.705,-0.163
-0.68,-0.142
-0.716,-0.161
-0.518,-0.084
-0.21,0.087
-0.309,0.036
-0.331,0.004
-0.557,-0.147
-0.687,-0.235
-0.291,0.026
-0.66,-0.131
-0.664,-0.118
-0.572,-0.09
-0.632,-0.161
-0.478,-0.022
-0.191,0.107
-0.405,-0.025
-0.669,-0.135
-0.552,-0.079
-0.717,-0.16
-0.656,-0.13
-0.721,-0.195
-0.532,-0.126
-0.518,-0.039
-0.653,-0.158
-0.655,-0.168
-0.656,-0.157
-0.547,-0.134
-0.716,-0.168
-0.471,-0.043
-0.586,-0.113
-0.715,-0.178
-0.162,0.059
-0.276,0.045
-0.38,-0.012
-0.608,-0.202
-0.192,0.06
-0.457,-0.09
-0.454,-0.049
-0.643,-0.132
-0.649,-0.15
-0.527,-0.108
-0.613,-0.127
-0.642,-0.123
-0.657,-0.133
-0.267,0.025
-0.204,0.08
-0.278,0.061
-0.28,0.052
-0.446,0
-0.357,-0.017
-0.721,-0.146
-0.738,-0.192
-0.539,-0.077
-0.477,-0.098
-0.671,-0.134
-0.58,-0.079
-0.308,0.012
-0.343,0.001
-0.33,0.021
-0.276,0.018
-0.385,-0.012
-0.509,-0.064
-0.519,-0.094
-0.433,-0.033
-0.224,0.065
-0.174,0.103
-0.584,-0.107
-0.451,-0.044
-0.41,-0.06
-0.584,-0.093
-0.703,-0.206
-0.534,-0.094
-0.369,0.035
-0.253,0.06
-0.352,0.022
-0.189,0.11
-0.202,0.054
-0.339,0.027
-0.39,-0.009
-0.392,-0.001
-0.713,-0.161
-0.673,-0.161
-0.725,-0.187
-0.465,-0.051
-0.212,0.025
-0.703,-0.172
-0.643,-0.126
-0.737,-0.182
-0.724,-0.196
-0.264,0.029
-0.314,0.042
-0.543,-0.085
-0.335,-0.004
-0.304,0.039
-0.523,-0.149
-0.726,-0.166
-0.693,-0.145
-0.712,-0.184
-0.711,-0.198
-0.642,-0.126
-0.495,-0.102
-0.157,0.121
-0.184,0.128
-0.305,0.017
-0.34,-0.014
-0.328,0.032
-0.585,-0.106
-0.602,-0.155
-0.67,-0.163
-0.687,-0.16
-0.506,-0.053
-0.523,-0.072
-0.308,0.033
-0.58,-0.092
-0.241,0.059
-0.341,-0.061
-0.329,-0.025
-0.505,-0.041
-0.287,0.052
-0.303,0.019
-0.233,0.039
-0.344,0.016
-0.422,-0.069
-0.219,0.065
-0.718,-0.162
-0.733,-0.192
-0.659,-0.158
-0.683,-0.173
-0.674,-0.194
-0.573,-0.118
-0.436,-0.014
-0.724,-0.222
-0.682,-0.166
-0.69,-0.141
-0.706,-0.175
-0.714,-0.218
-0.68,-0.194
-0.339,0.03
-0.655,-0.145
-0.655,-0.128
-0.314,0.039
-0.277,0.032
-0.368,-0.012
-0.423,-0.06
-0.743,-0.188
-0.724,-0.193
-0.216,0.041
-0.566,-0.111
-0.655,-0.145
-0.179,0.091
-0.176,0.088
-0.403,-0
-0.254,0.078
-0.276,0.027
-0.523,-0.148
-0.356,0.018
-0.361,0.024
-0.673,-0.176
-0.13,0.11
-0.119,0.16
-0.701,-0.148
-0.696,-0.156
-0.543,-0.058
-0.322,0.003
-0.454,-0.007
-0.627,-0.13
-0.643,-0.129
-0.548,-0.076
-0.4,-0.022
-0.321,0.038
-0.35,-0.006
-0.296,0.027
-0.315,0.015
-0.426,-0.029
-0.478,-0.068
-0.209,0.05
-0.48,-0.066
-0.439,-0.077
-0.714,-0.189
-0.504,-0.086
-0.171,0.111
-0.408,-0.026
-0.334,0.053
-0.592,-0.103
-0.672,-0.119
-0.704,-0.15
-0.661,-0.111
-0.303,0.044
-0.328,0.022
-0.349,0.046
-0.297,0.044
-0.367,0.012
-0.515,-0.087
-0.215,0.064
-0.63,-0.135
-0.728,-0.168
-0.597,-0.142
-0.628,-0.167
-0.279,0.047
-0.733,-0.181
-0.323,0.031
-0.617,-0.11
-0.666,-0.184
-0.667,-0.145
-0.509,-0.096
-0.368,0.002
-0.475,-0.033
-0.572,-0.172
-0.463,-0.063
-0.45,-0.08
-0.33,-0.02
-0.399,-0.004
-0.324,0.041
-0.7,-0.175
-0.689,-0.172
-0.704,-0.177
-0.691,-0.166
-0.672,-0.119
-0.671,-0.156
-0.628,-0.115
-0.02,0.155
-0.608,-0.141
-0.702,-0.159
-0.486,-0.096
-0.491,-0.109
-0.587,-0.121
-0.512,-0.07
-0.73,-0.199
-0.293,-0.001
-0.262,0.038
-0.265,0.042
-0.461,-0.054
-0.733,-0.209
-0.729,-0.178
-0.691,-0.169
-0.688,-0.171
-0.306,0.036
-0.243,0.054
-0.287,0.024
-0.643,-0.117
-0.488,-0.099
-0.527,-0.104
-0.298,0.054
-0.408,0.016
-0.319,0.024
-0.261,0.049
-0.624,-0.105
-0.493,-0.063
-0.657,-0.149
-0.715,-0.184
-0.638,-0.105
-0.664,-0.112
-0.514,-0.109
0.129,0.257
-0.343,0.008
-0.55,-0.078
-0.688,-0.221
-0.563,-0.1
-0.734,-0.156
-0.406,0.011
-0.286,0.046
-0.255,0.025
-0.23,0.043
-0.704,-0.211
-0.689,-0.172
-0.697,-0.162
-0.522,-0.035
-0.218,0.089
-0.312,0.042
-0.379,-0.022
-0.305,0.04
-0.692,-0.151
-0.714,-0.19
-0.577,-0.093
-0.584,-0.113
-0.511,-0.057
-0.663,-0.167
-0.287,0.008
-0.271,0.007
-0.673,-0.17
-0.708,-0.186
-0.674,-0.201
-0.715,-0.182
-0.611,-0.128
-0.421,-0.049
-0.413,-0.058
-0.591,-0.114
-0.499,-0.11
-0.504,-0.088
-0.593,-0.104
-0.713,-0.19
-0.714,-0.228
-0.688,-0.154
-0.677,-0.149
-0.219,0.084
-0.627,-0.115
-0.704,-0.201
-0.566,-0.196
-0.617,-0.129
-0.669,-0.117
-0.736,-0.219
-0.073,0.169
-0.556,-0.122
-0.696,-0.155
-0.617,-0.125
-0.468,-0.04
-0.398,-0.037
-0.534,-0.079
-0.72,-0.175
-0.708,-0.182
-0.652,-0.137
-0.319,0.013
-0.617,-0.118
-0.693,-0.154
-0.713,-0.154
-0.683,-0.164
-0.662,-0.138
-0.697,-0.152
-0.55,-0.119
-0.528,-0.095
-0.62,-0.159
-0.265,0.054
-0.372,-0.031
-0.549,-0.076
-0.743,-0.185
-0.32,0.054
-0.267,0.04
-0.328,-0.018
-0.249,0.074
-0.337,0.008
-0.259,0.06
-0.489,-0.058
-0.69,-0.168
-0.249,0.071
-0.642,-0.119
-0.743,-0.223
-0.735,-0.235
-0.696,-0.205
-0.74,-0.163
-0.691,-0.165
-0.617,-0.145
-0.606,-0.168
-0.629,-0.128
-0.583,-0.093
-0.672,-0.138
-0.74,-0.18
-0.385,0.009
-0.668,-0.167
-0.696,-0.194
-0.695,-0.173
-0.609,-0.121
-0.45,-0.104
-0.639,-0.165
-0.725,-0.203
-0.543,-0.127
-0.135,0.085
-0.608,-0.102
-0.417,-0.041
-0.284,0.014
-0.454,-0.057
-0.736,-0.187
-0.656,-0.156
-0.218,0.111
-0.701,-0.189
-0.719,-0.185
-0.339,0.011
-0.443,-0.041
-0.713,-0.173
-0.406,-0.006
-0.333,0.053
-0.66,-0.163
-0.572,-0.107
-0.643,-0.149
-0.747,-0.18
-0.654,-0.131
-0.556,-0.132
-0.713,-0.202
-0.563,-0.092
-0.708,-0.175
-0.664,-0.17
-0.689,-0.166
-0.662,-0.114
-0.454,-0.04
-0.68,-0.15
-0.309,0.044
-0.69,-0.212
-0.637,-0.147
-0.509,-0.1
-0.406,-0.044
-0.705,-0.181
-0.639,-0.139
-0.268,0.022
-0.737,-0.16
-0.324,0.022
-0.303,0.031
-0.434,-0.018
-0.148,0.118
-0.641,-0.122
-0.692,-0.161
-0.687,-0.151
-0.738,-0.198
-0.695,-0.18
-0.711,-0.183
-0.581,-0.118
-0.641,-0.137
-0.563,-0.117
-0.688,-0.167
-0.582,-0.099
-0.614,-0.132
-0.633,-0.148
-0.695,-0.152
-0.524,-0.091
-0.575,-0.119
-0.704,-0.156
-0.626,-0.119
-0.707,-0.167
-0.679,-0.17
-0.265,0.039
-0.151,0.062
-0.69,-0.128
-0.585,-0.088
-0.678,-0.153
-0.746,-0.189
-0.745,-0.183
-0.601,-0.105
-0.572,-0.103
-0.651,-0.145
-0.362,0.036
-0.333,0.05
-0.673,-0.154
-0.675,-0.213
-0.409,-0.1
-0.618,-0.142
-0.34,-0.02
-0.613,-0.141
-0.57,-0.121
-0.397,-0.003
-0.335,0.009
-0.48,-0.046
-0.175,0.112
-0.593,-0.1
-0.752,-0.159
-0.615,-0.127
-0.596,-0.164
-0.682,-0.169
-0.695,-0.188
-0.685,-0.147
-0.668,-0.12
-0.56,-0.09
-0.698,-0.168
-0.672,-0.133
-0.513,-0.078
-0.713,-0.164
-0.721,-0.162
-0.702,-0.148
-0.395,0.001
-0.242,0.072
-0.238,0.034
-0.388,-0.012
-0.581,-0.137
-0.651,-0.203
-0.375,-0.067
-0.636,-0.145
-0.57,-0.129
-0.585,-0.109
-0.589,-0.145
-0.59,-0.101
-0.452,-0.015
-0.313,0.027
-0.364,-0.054
-0.525,-0.076
-0.327,0.045
-0.583,-0.143
-0.603,-0.106
-0.708,-0.17
-0.6,-0.175
-0.713,-0.185
-0.48,-0.039
-0.573,-0.136
-0.656,-0.117
-0.683,-0.173
-0.695,-0.199
-0.68,-0.179
-0.71,-0.159
-0.733,-0.174
-0.713,-0.168
-0.618,-0.134
-0.673,-0.123
-0.678,-0.164
-0.249,0.056
-0.31,0.01
-0.322,0.04
-0.63,-0.137
-0.468,-0.062
-0.655,-0.138
-0.736,-0.173
-0.553,-0.09
-0.684,-0.168
-0.678,-0.228
-0.515,-0.154
-0.712,-0.17
-0.517,-0.089
-0.345,-0.013
-0.275,0.062
-0.72,-0.161
-0.71,-0.209
-0.463,-0.06
-0.665,-0.136
-0.34,-0.008
-0.401,-0.025
-0.397,-0.015
-0.451,-0.036
-0.486,-0.068
-0.597,-0.099
-0.698,-0.21
-0.497,-0.093
-0.474,-0.084
-0.674,-0.141
-0.653,-0.178
-0.664,-0.17
-0.282,0.052
-0.259,0.037
-0.513,-0.052
-0.698,-0.203
-0.746,-0.186
-0.737,-0.22
-0.598,-0.144
-0.621,-0.141
-0.345,-0.009
-0.605,-0.131
-0.614,-0.13
-0.602,-0.16
-0.474,-0.076
-0.45,-0.045
-0.577,-0.21
-0.655,-0.12
-0.432,-0.033
-0.273,0.05
-0.332,0.009
-0.699,-0.157
-0.637,-0.159
-0.586,-0.112
-0.662,-0.181
-0.591,-0.103
-0.639,-0.13
-0.696,-0.174
-0.731,-0.17
-0.749,-0.184
-0.649,-0.138
-0.728,-0.169
-0.71,-0.197
-0.373,0.021
-0.68,-0.149
-0.727,-0.219
-0.386,0.009
-0.657,-0.145
-0.396,-0.029
-0.465,-0.064
-0.656,-0.162
-0.339,0.014
-0.528,-0.102
-0.282,0.057
-0.228,0.075
-0.252,0.088
-0.679,-0.165
-0.633,-0.15
-0.493,-0.074
-0.464,-0.111
-0.629,-0.156
-0.709,-0.237
-0.599,-0.147
-0.714,-0.167
-0.505,-0.114
-0.354,0.016
-0.436,-0.019
-0.405,-0.006
-0.665,-0.143
-0.609,-0.137
-0.679,-0.177
-0.461,-0.029
-0.641,-0.134
-0.586,-0.112
-0.579,-0.119
-0.344,-0.005
-0.319,-0.049
-0.612,-0.133
-0.177,0.086
-0.676,-0.142
-0.674,-0.237
-0.72,-0.162
-0.534,-0.133
-0.653,-0.194
-0.495,-0.086
-0.356,0.006
-0.708,-0.182
-0.571,-0.078
-0.354,0.026
-0.681,-0.148
-0.727,-0.147
-0.503,-0.074
-0.437,-0.045
-0.691,-0.211
-0.704,-0.183
-0.613,-0.169
-0.555,-0.139
-0.259,0.079
-0.655,-0.177
-0.407,-0.033
-0.65,-0.111
-0.645,-0.124
-0.609,-0.129
-0.513,-0.144
-0.491,-0.112
-0.65,-0.141
-0.661,-0.137
-0.596,-0.111
-0.698,-0.16
-0.717,-0.172
-0.677,-0.152
-0.723,-0.171
-0.701,-0.146
-0.685,-0.164
-0.299,0.029
-0.484,-0.035
-0.765,-0.203
-0.722,-0.172
-0.719,-0.166
-0.706,-0.154
-0.638,-0.144
-0.628,-0.127
-0.307,0.005
-0.623,-0.165
-0.458,-0.043
-0.605,-0.143
-0.221,0.026
-0.341,0.019
0.013,0.199
-0.193,0.079
-0.279,0.05
-0.689,-0.158
-0.34,0.008
-0.621,-0.145
-0.565,-0.149
-0.487,-0.091
-0.617,-0.17
-0.676,-0.181
-0.676,-0.181
-0.726,-0.183
-0.684,-0.221
-0.703,-0.181
-0.456,-0.107
-0.504,-0.074
-0.439,-0.021
-0.706,-0.159
-0.686,-0.16
-0.689,-0.137
-0.385,-0.029
-0.4,-0.041
-0.326,-0.001
-0.738,-0.182
-0.568,-0.122
-0.702,-0.144
-0.429,-0
-0.457,-0.035
-0.429,-0.052
-0.721,-0.195
-0.03,0.165
0.005,0.185
-0.192,0.1
-0.713,-0.161
-0.71,-0.206
-0.432,-0.038
-0.575,-0.139
-0.324,-0.054
-0.45,-0.047
-0.581,-0.104
-0.508,-0.123
-0.646,-0.158
-0.433,-0.058
-0.713,-0.188
-0.689,-0.158
-0.45,-0.054
-0.665,-0.172
-0.577,-0.137
-0.287,0.045
-0.698,-0.196
-0.564,-0.096
-0.538,-0.101
-0.515,-0.037
-0.446,-0.049
-0.416,-0.07
-0.411,-0.016
-0.429,-0.025
-0.275,0.04
-0.507,-0.106
-0.721,-0.177
-0.279,0.022
-0.262,0.066
-0.238,0.082
-0.218,0.077
-0.248,0.047
-0.616,-0.116
-0.586,-0.146
-0.638,-0.16
-0.477,-0.082
-0.424,-0.046
-0.525,-0.095
-0.574,-0.136
-0.315,0.035
-0.717,-0.172
-0.223,0.065
-0.616,-0.103
-0.603,-0.112
-0.461,-0.077
-0.334,0.05
-0.351,-0.008
-0.345,-0.039
-0.666,-0.133
-0.533,-0.102
-0.573,-0.09
-0.517,-0.102
-0.394,-0.004
-0.414,-0.036
-0.496,-0.105
-0.619,-0.163
-0.297,0.038
-0.25,0.075
-0.194,0.101
-0.226,0.003
-0.587,-0.143
-0.535,-0.105
-0.514,-0.126
-0.292,0.012
-0.392,-0.049
-0.313,0.055
-0.549,-0.109
-0.466,-0.041
-0.619,-0.188
-0.61,-0.149
-0.299,0.043
-0.701,-0.154
-0.231,0.033
-0.277,0.037
-0.211,0.093
-0.528,-0.069
-0.484,-0.05
-0.66,-0.138
-0.297,0.029
-0.738,-0.204
-0.737,-0.151
-0.29,0.066
-0.287,0.025
-0.613,-0.193
-0.295,-0.042
-0.576,-0.135
-0.291,-0.021
-0.721,-0.188
-0.547,-0.078
-0.314,-0.021
-0.64,-0.134
-0.636,-0.162
-0.591,-0.17
-0.332,-0.059
-0.538,-0.079
-0.569,-0.138
0.073,0.165
-0.584,-0.152
-0.217,0.108
-0.266,0.067
-0.662,-0.153
-0.723,-0.201
-0.696,-0.205
-0.543,-0.103
-0.658,-0.134
-0.686,-0.144
-0.726,-0.202
-0.683,-0.184
-0.551,-0.102
-0.591,-0.099
-0.523,-0.092
-0.521,-0.09
-0.576,-0.093
-0.401,-0.062
-0.26,0.028
-0.657,-0.173
-0.731,-0.231
-0.442,-0.052
-0.505,-0.084
-0.557,-0.104
-0.499,-0.136
-0.274,0.055
-0.62,-0.135
-0.226,0.045
-0.27,0.04
-0.529,-0.072
-0.287,0.03
-0.726,-0.165
-0.37,0.006
-0.709,-0.191
-0.695,-0.131
-0.499,-0.14
-0.549,-0.138
-0.52,-0.074
-0.456,-0.037
-0.657,-0.145
-0.544,-0.084
-0.36,-0.019
-0.667,-0.123
-0.719,-0.185
-0.63,-0.119
-0.52,-0.091
-0.61,-0.111
-0.457,-0.045
-0.678,-0.195
-0.284,0.036
-0.312,0.041
-0.451,-0.075
-0.234,0.047
-0.318,0.024
-0.549,-0.082
-0.263,0.061
-0.211,0.043
-0.374,0.002
-0.281,0.056
-0.489,-0.052
-0.466,-0.072
-0.387,-0.007
-0.684,-0.169
-0.177,0.096
-0.15,0.105
-0.527,-0.096
-0.36,-0.008
-0.665,-0.136
-0.647,-0.154
-0.667,-0.167
-0.721,-0.186
-0.718,-0.23
-0.699,-0.166
-0.526,-0.111
-0.719,-0.166
-0.703,-0.152
-0.616,-0.113
-0.353,0.017
-0.513,-0.064
-0.306,0.023
-0.551,-0.11
-0.286,0.047
-0.482,-0.055
-0.229,0.084
-0.192,0.1
-0.247,0.045
-0.4,-0.005
-0.334,0.013
-0.636,-0.162
-0.725,-0.169
-0.751,-0.213
-0.45,-0.03
-0.372,-0.01
-0.408,-0.051
-0.433,-0.031
-0.605,-0.11
-0.505,-0.093
-0.295,0.011
-0.414,-0.035
-0.31,0.014
-0.726,-0.184
-0.421,-0.031
-0.701,-0.164
-0.308,0.012
-0.7,-0.191
-0.59,-0.098
-0.566,-0.127
-0.575,-0.071
-0.56,-0.108
-0.345,-0.005
-0.724,-0.226
-0.577,-0.128
-0.632,-0.157
-0.342,-0.041
-0.549,-0.095
-0.599,-0.119
-0.597,-0.136
-0.573,-0.147
-0.473,-0.087
-0.499,-0.066
-0.536,-0.097
-0.229,0.082
-0.67,-0.135
-0.214,0.097
-0.216,0.118
-0.26,0.045
-0.18,0.095
-0.401,-0.005
-0.541,-0.098
-0.658,-0.18
-0.429,-0.054
-0.502,-0.09
-0.628,-0.094
-0.222,0.087
-0.174,0.087
-0.582,-0.138
-0.321,0.054
-0.678,-0.143
-0.599,-0.106
-0.524,-0.109
-0.492,-0.081
-0.664,-0.109
-0.515,-0.076
-0.515,-0.074
-0.377,0.001
-0.269,0.048
-0.185,0.068
-0.36,-0.09
-0.295,0.051
-0.727,-0.198
-0.508,-0.079
-0.743,-0.2
-0.689,-0.161
-0.637,-0.122
-0.482,-0.12
-0.414,-0.003
-0.478,-0.043
-0.211,0.105
-0.224,0.062
-0.674,-0.153
-0.624,-0.144
-0.465,-0.043
-0.464,-0.06
-0.473,-0.077
-0.704,-0.18
-0.718,-0.165
-0.725,-0.169
-0.665,-0.182
-0.617,-0.211
-0.606,-0.173
-0.329,0.025
-0.516,-0.094
-0.498,-0.068
-0.522,-0.104
-0.677,-0.205
-0.541,-0.075
-0.685,-0.147
-0.3,0.025
-0.424,-0.035
-0.187,0.061
-0.254,0.072
-0.249,0.061
-0.325,0.01
-0.316,0.023
-0.219,0.095
-0.224,0.069
-0.448,-0.062
-0.387,-0.042
-0.431,-0.06
-0.538,-0.108
-0.667,-0.167
-0.726,-0.167
-0.472,-0.039
-0.485,-0.067
-0.49,-0.096
-0.561,-0.116
-0.395,-0.023
-0.512,-0.111
-0.677,-0.187
-0.306,0.01
-0.487,-0.064
-0.722,-0.181
-0.692,-0.199
-0.739,-0.219
-0.443,-0.038
-0.678,-0.122
-0.713,-0.14
-0.725,-0.169
-0.732,-0.193
-0.345,-0.019
-0.349,-0.015
-0.557,-0.139
-0.511,-0.075
-0.521,-0.121
-0.657,-0.176
-0.519,-0.079
-0.543,-0.088
-0.609,-0.137
-0.515,-0.077
-0.705,-0.243
-0.607,-0.09
-0.266,0.017
-0.237,0.074
-0.375,-0.023
-0.272,0.034
-0.742,-0.188
-0.523,-0.075
-0.688,-0.166
-0.67,-0.187
-0.379,0.006
-0.72,-0.187
-0.721,-0.159
-0.617,-0.15
-0.711,-0.186
-0.437,-0.087
-0.733,-0.204
-0.421,-0.043
-0.737,-0.155
-0.654,-0.14
-0.438,-0.053
-0.723,-0.19
-0.706,-0.157
-0.34,-0.017
-0.714,-0.204
-0.734,-0.239
-0.709,-0.206
-0.649,-0.131
-0.547,-0.118
-0.385,-0.009
-0.585,-0.154
-0.642,-0.177
-0.533,-0.108
-0.541,-0.09
-0.504,-0.072
-0.467,-0.079
-0.73,-0.203
-0.278,0.023
-0.187,0.083
-0.201,0.093
-0.657,-0.145
-0.709,-0.165
-0.622,-0.157
-0.353,0.01
-0.335,0.008
-0.453,-0.046
-0.427,-0.068
-0.609,-0.105
-0.371,-0.047
-0.537,-0.114
-0.648,-0.141
-0.72,-0.149
-0.724,-0.172
-0.729,-0.172
-0.647,-0.147
-0.595,-0.131
-0.569,-0.091
-0.709,-0.197
-0.605,-0.103
-0.403,-0.015
-0.66,-0.144
-0.221,0.002
-0.348,-0.045
-0.681,-0.169
-0.611,-0.183
-0.67,-0.214
-0.467,-0.094
-0.432,-0.06
-0.395,-0.014
-0.674,-0.206
-0.699,-0.176
-0.445,-0.059
-0.181,0.108
-0.719,-0.167
-0.731,-0.188
-0.661,-0.129
-0.695,-0.17
-0.541,-0.1
-0.684,-0.148
-0.638,-0.144
-0.598,-0.127
-0.665,-0.16
-0.63,-0.123
-0.416,-0.038
-0.619,-0.144
-0.38,-0.01
-0.69,-0.165
-0.484,-0.092
-0.724,-0.193
-0.444,-0.063
-0.367,0.004
-0.726,-0.186
-0.656,-0.158
-0.649,-0.159
-0.64,-0.142
-0.442,-0.075
-0.573,-0.103
-0.708,-0.163
-0.678,-0.151
-0.718,-0.241
-0.571,-0.153
-0.484,-0.059
-0.408,-0.098
-0.341,-0.022
-0.223,0.09
-0.723,-0.175
-0.611,-0.092
-0.692,-0.19
-0.508,-0.085
-0.486,-0.074
-0.713,-0.164
-0.355,-0.001
-0.573,-0.114
-0.183,0.095
-0.505,-0.057
-0.373,-0.056
-0.73,-0.174
-0.28,0.022
-0.755,-0.166
-0.691,-0.167
-0.662,-0.14
-0.604,-0.139
-0.663,-0.17
-0.686,-0.181
-0.591,-0.247
-0.416,-0.036
-0.427,-0.036
-0.673,-0.16
-0.213,0.08
-0.232,0.09
-0.204,0.097
-0.179,0.09
-0.147,0.107
-0.228,0.081
-0.498,-0.046
-0.595,-0.136
-0.468,-0.054
-0.716,-0.189
-0.369,0.011
-0.534,-0.091
-0.521,-0.082
-0.644,-0.122
-0.409,-0.061
-0.323,-0.029
-0.726,-0.172
-0.729,-0.196
-0.587,-0.119
-0.671,-0.158
-0.608,-0.145
-0.604,-0.131
-0.651,-0.207
-0.641,-0.216
-0.569,-0.097
-0.43,-0.097
-0.486,-0.074
-0.233,0.088
-0.166,0.082
-0.529,-0.069
-0.502,-0.076
-0.67,-0.173
-0.719,-0.16
-0.372,0.008
-0.604,-0.15
-0.292,0.028
-0.29,0.008
-0.594,-0.128
-0.524,-0.068
-0.508,-0.062
-0.553,-0.081
-0.679,-0.172
-0.566,-0.139
-0.555,-0.132
-0.443,-0.01
-0.509,-0.064
-0.258,0.03
-0.292,0.043
-0.404,-0.012
-0.683,-0.149
-0.611,-0.104
-0.692,-0.157
-0.65,-0.154
-0.63,-0.149
-0.38,-0.004
-0.719,-0.202
-0.481,-0.047
-0.648,-0.161
-0.702,-0.205
-0.68,-0.173
-0.747,-0.215
-0.408,-0.01
-0.303,0.007
-0.657,-0.176
-0.361,-0.01
-0.651,-0.169
-0.704,-0.159
-0.563,-0.126
-0.727,-0.201
-0.608,-0.117
-0.52,-0.086
-0.36,-0.02
-0.508,-0.059
-0.635,-0.149
-0.388,-0.075
-0.629,-0.144
-0.045,0.146
-0.504,-0.035
-0.252,-0.021
-0.235,0.064
-0.215,0.075
-0.186,0.108
-0.28,0.05
-0.293,0.07
-0.249,0.016
-0.483,-0.086
-0.711,-0.16
-0.651,-0.154
-0.555,-0.1
-0.267,0.054
-0.283,0.024
-0.356,-0.006
-0.325,-0.004
-0.337,0.028
-0.674,-0.174
-0.639,-0.109
-0.685,-0.171
-0.329,0.004
-0.59,-0.112
-0.486,-0.05
-0.695,-0.221
-0.568,-0.101
-0.431,-0.074
-0.38,-0.04
-0.682,-0.172
-0.223,0.051
-0.251,0.049
-0.28,0.045
-0.212,0.052
-0.281,0.04
-0.64,-0.147
-0.396,-0.029
-0.689,-0.162
-0.515,-0.096
-0.467,-0.05
-0.636,-0.181
-0.525,-0.101
-0.316,0.036
-0.661,-0.143
-0.594,-0.14
-0.732,-0.158
-0.646,-0.136
-0.623,-0.119
-0.327,0.045
-0.68,-0.209
-0.714,-0.197
-0.32,-0.019
-0.304,-0.002
-0.54,-0.087
-0.412,-0.02
-0.529,-0.11
-0.468,-0.066
-0.73,-0.213
-0.538,-0.075
-0.684,-0.196
-0.209,0.042
-0.168,0.093
-0.447,-0.101
-0.491,-0.109
-0.512,-0.072
-0.475,-0.038
-0.358,0.013
-0.746,-0.241
-0.706,-0.205
-0.401,0.007
-0.501,-0.109
-0.636,-0.151
-0.721,-0.18
-0.727,-0.18
-0.529,-0.083
-0.463,-0.05
-0.625,-0.165
-0.289,0.03
-0.245,0.053
-0.269,0.076
-0.666,-0.147
-0.681,-0.178
-0.461,-0.091
-0.661,-0.161
-0.66,-0.199
-0.648,-0.137
-0.603,-0.151
-0.504,-0.073
-0.348,0.028
-0.708,-0.192
-0.483,-0.07
-0.679,-0.163
-0.675,-0.186
-0.295,0.048
-0.309,-0.005
-0.422,-0.045
-0.586,-0.127
-0.317,0.037
-0.58,-0.099
-0.739,-0.158
-0.723,-0.2
-0.548,-0.124
-0.3,0.022
-0.376,-0.093
-0.36,-0.01
-0.285,-0.058
