NDWI,FloodRisk
-0.518,-0.085
-0.493,-0.062
-0.4,-0.05
-0.425,-0.047
-0.708,-0.184
-0.229,0.084
-0.25,0.075
-0.593,-0.103
-0.377,-0.037
-0.588,-0.123
-0.684,-0.159
-0.579,-0.1
-0.672,-0.18
-0.537,-0.108
-0.643,-0.157
-0.666,-0.156
-0.409,-0.039
-0.249,0.042
-0.558,-0.084
-0.527,-0.089
-0.309,0.038
-0.326,-0.004
-0.291,0.029
-0.296,-0.005
-0.484,-0.067
-0.698,-0.166
-0.723,-0.214
-0.73,-0.199
-0.684,-0.174
-0.663,-0.161
-0.329,-0.046
-0.555,-0.106
-0.697,-0.187
-0.515,-0.118
-0.593,-0.184
-0.731,-0.201
-0.733,-0.195
-0.297,0.072
-0.622,-0.094
-0.644,-0.126
-0.19,0.11
-0.264,0.027
-0.69,-0.148
-0.601,-0.143
-0.59,-0.097
-0.7,-0.189
-0.318,0.013
-0.277,0.051
-0.274,0.054
-0.276,0.031
-0.672,-0.167
-0.645,-0.198
-0.621,-0.185
-0.673,-0.255
-0.496,-0.081
-0.404,-0.045
-0.693,-0.184
-0.519,-0.129
-0.727,-0.19
-0.727,-0.18
-0.269,0.014
-0.325,0.006
-0.33,-0.021
-0.495,-0.091
-0.649,-0.147
-0.46,-0.078
-0.63,-0.156
-0.742,-0.209
-0.312,0.047
-0.32,0.036
-0.302,0.042
-0.743,-0.155
-0.382,0.007
-0.233,0.11
-0.673,-0.123
-0.716,-0.186
-0.262,0.044
-0.578,-0.091
-0.62,-0.133
-0.583,-0.125
-0.65,-0.151
-0.661,-0.175
-0.566,-0.088
-0.67,-0.13
-0.55,-0.121
-0.693,-0.148
-0.453,-0.037
-0.284,-0.03
-0.686,-0.21
-0.718,-0.184
-0.329,-0.044
-0.438,-0.115
-0.341,-0.018
-0.565,-0.172
-0.721,-0.26
-0.703,-0.172
-0.705,-0.151
-0.247,0.05
-0.352,-0.013
-0.545,-0.114
-0.533,-0.084
-0.54,-0.107
-0.562,-0.118
-0.494,-0.084
-0.719,-0.203
-0.212,0.063
-0.314,0.015
-0.354,0.016
-0.534,-0.084
-0.428,-0.086
-0.716,-0.187
-0.732,-0.194
-0.697,-0.168
-0.699,-0.181
-0.347,-0.002
-0.626,-0.135
-0.733,-0.184
-0.513,-0.064
-0.632,-0.13
-0.497,-0.089
-0.294,0.014
-0.368,-0.004
-0.698,-0.176
-0.271,0.034
-0.512,-0.065
-0.527,-0.088
-0.625,-0.167
-0.699,-0.178
-0.477,-0.051
-0.637,-0.108
-0.275,0.061
-0.271,0.035
-0.271,0.029
-0.158,0.068
-0.658,-0.139
-0.734,-0.198
-0.744,-0.164
-0.424,-0.036
-0.358,-0.029
-0.147,0.087
-0.331,-0.073
-0.437,-0.123
-0.554,-0.134
-0.21,0.045
-0.697,-0.221
-0.711,-0.17
-0.691,-0.152
-0.439,-0.036
-0.453,-0.033
-0.548,-0.079
-0.695,-0.197
-0.305,0.04
-0.658,-0.171
-0.582,-0.134
-0.365,-0.046
-0.699,-0.169
-0.519,-0.099
-0.328,0.02
-0.58,-0.121
-0.239,0.064
-0.561,-0.114
-0.293,0.037
-0.491,-0.106
-0.522,-0.14
-0.519,-0.135
-0.272,0.008
-0.689,-0.213
-0.674,-0.18
-0.704,-0.141
-0.362,-0.032
-0.584,-0.129
-0.448,-0.053
-0.588,-0.099
-0.668,-0.16
-0.685,-0.149
-0.601,-0.147
-0.61,-0.127
-0.623,-0.129
-0.503,-0.093
-0.191,0.057
-0.428,-0.058
-0.657,-0.163
-0.574,-0.088
-0.66,-0.14
-0.716,-0.208
-0.722,-0.196
-0.67,-0.166
-0.695,-0.194
-0.236,0.037
-0.46,-0.132
-0.099,0.065
-0.485,-0.065
-0.414,-0.03
-0.563,-0.098
-0.479,-0.065
-0.729,-0.195
-0.699,-0.166
-0.714,-0.169
-0.608,-0.147
-0.374,-0.03
-0.516,-0.12
-0.481,-0.087
-0.255,0.025
-0.753,-0.216
-0.553,-0.077
-0.635,-0.134
-0.702,-0.157
-0.584,-0.099
-0.157,0.105
-0.166,0.089
-0.468,-0.042
-0.651,-0.175
-0.631,-0.152
-0.389,-0.027
-0.546,-0.089
-0.71,-0.152
-0.351,-0.036
-0.226,0.061
-0.704,-0.21
-0.621,-0.124
-0.728,-0.169
-0.397,-0.062
-0.507,-0.084
-0.527,-0.074
-0.761,-0.256
-0.374,-0.028
-0.356,0.011
-0.525,-0.116
-0.66,-0.149
-0.722,-0.209
-0.697,-0.187
-0.583,-0.102
-0.446,-0.027
-0.498,-0.047
-0.679,-0.138
-0.67,-0.145
-0.485,-0.07
-0.602,-0.107
-0.58,-0.106
-0.456,-0.041
-0.431,-0.057
-0.693,-0.154
-0.301,0.012
-0.243,0.018
-0.335,-0.033
-0.745,-0.216
-0.574,-0.178
-0.527,-0.103
-0.424,-0.024
-0.28,0.026
-0.595,-0.119
-0.682,-0.185
-0.63,-0.146
-0.441,-0.03
-0.768,-0.212
-0.678,-0.198
-0.689,-0.151
-0.717,-0.183
-0.673,-0.141
-0.628,-0.137
-0.719,-0.203
-0.408,-0.035
-0.686,-0.177
-0.47,-0.046
-0.363,0.008
-0.239,0.07
-0.256,0.041
-0.262,0.038
-0.556,-0.109
-0.731,-0.182
-0.349,-0.04
-0.418,-0.023
-0.692,-0.163
-0.691,-0.176
-0.72,-0.179
-0.714,-0.204
-0.59,-0.11
-0.237,0.068
-0.369,0.011
-0.506,-0.084
-0.194,0.012
-0.731,-0.179
-0.292,0.037
-0.603,-0.132
-0.449,-0.073
-0.712,-0.197
-0.656,-0.145
-0.455,-0.035
-0.228,0.052
-0.593,-0.092
-0.517,-0.112
-0.468,-0.041
-0.574,-0.112
-0.718,-0.176
-0.213,0.095
-0.19,0.083
-0.282,0.076
-0.272,0.044
-0.52,-0.091
-0.585,-0.102
-0.708,-0.146
-0.616,-0.112
-0.542,-0.091
-0.604,-0.091
-0.625,-0.16
-0.646,-0.158
-0.601,-0.162
-0.678,-0.142
-0.631,-0.119
-0.443,-0.045
-0.753,-0.208
-0.302,0.041
-0.367,0.009
-0.667,-0.176
-0.453,-0.04
-0.439,-0.049
-0.702,-0.154
-0.506,-0.07
-0.132,0.106
-0.433,-0.032
-0.513,-0.106
-0.396,-0.026
-0.685,-0.209
-0.666,-0.161
-0.684,-0.137
-0.672,-0.174
-0.573,-0.157
-0.657,-0.157
-0.441,-0.096
-0.646,-0.201
-0.222,0.076
-0.22,0.042
-0.305,0
-0.595,-0.132
0.006,0.195
-0.755,-0.211
-0.267,0.083
-0.714,-0.153
-0.686,-0.207
-0.475,-0.052
-0.685,-0.172
-0.563,-0.098
-0.539,-0.086
-0.363,-0.031
-0.636,-0.184
-0.637,-0.182
-0.421,-0.057
-0.562,-0.073
-0.252,0.051
-0.256,0.058
-0.463,-0.042
-0.666,-0.176
-0.566,-0.136
-0.55,-0.165
-0.434,-0.077
-0.558,-0.107
-0.73,-0.22
-0.74,-0.193
-0.735,-0.21
-0.753,-0.203
-0.25,0.04
-0.25,0.015
-0.253,0.053
-0.542,-0.077
-0.586,-0.133
-0.663,-0.117
-0.672,-0.153
-0.717,-0.2
-0.443,-0.029
-0.524,-0.134
-0.735,-0.219
-0.63,-0.152
-0.714,-0.18
-0.437,-0.062
-0.357,0.021
-0.668,-0.181
-0.611,-0.128
-0.644,-0.126
-0.636,-0.192
-0.59,-0.127
-0.161,0.106
-0.755,-0.238
-0.756,-0.187
-0.242,0.074
-0.277,0.033
-0.568,-0.171
-0.705,-0.173
-0.637,-0.102
-0.685,-0.156
-0.678,-0.128
-0.692,-0.169
-0.538,-0.102
-0.692,-0.216
-0.478,-0.071
-0.621,-0.127
-0.507,-0.103
-0.388,0.004
-0.63,-0.165
-0.543,-0.108
-0.691,-0.189
-0.565,-0.089
-0.673,-0.172
-0.643,-0.18
-0.437,-0.001
-0.694,-0.147
-0.676,-0.204
-0.707,-0.22
-0.711,-0.185
-0.583,-0.136
-0.758,-0.201
-0.749,-0.208
-0.423,-0.058
-0.266,0.045
-0.685,-0.147
-0.564,-0.124
-0.716,-0.202
-0.594,-0.108
-0.537,-0.1
-0.761,-0.197
-0.694,-0.164
-0.697,-0.159
-0.661,-0.15
-0.686,-0.198
-0.485,-0.05
-0.742,-0.163
-0.514,-0.081
-0.346,-0.02
-0.388,-0.019
-0.343,-0.044
-0.411,-0.012
-0.538,-0.15
-0.588,-0.175
-0.365,0.008
-0.306,0.016
-0.367,0.03
-0.395,-0.004
-0.717,-0.187
-0.226,0.085
-0.708,-0.182
-0.503,-0.093
-0.605,-0.151
-0.697,-0.18
-0.669,-0.157
-0.568,-0.104
-0.666,-0.153
-0.664,-0.207
-0.569,-0.142
-0.677,-0.146
-0.701,-0.158
-0.628,-0.13
-0.49,-0.113
-0.532,-0.091
-0.658,-0.133
-0.68,-0.146
-0.252,0.063
-0.641,-0.199
-0.532,-0.092
-0.549,-0.104
-0.417,-0.028
-0.328,0.006
-0.382,-0
-0.329,0.016
-0.51,-0.081
-0.545,-0.08
-0.323,0.025
0.04,0.125
-0.189,0.086
-0.531,-0.052
-0.512,-0.039
-0.356,0.006
-0.728,-0.199
-0.563,-0.083
-0.67,-0.199
-0.703,-0.212
-0.656,-0.12
-0.726,-0.167
-0.71,-0.169
-0.723,-0.165
-0.535,-0.098
-0.564,-0.089
-0.702,-0.195
-0.72,-0.224
-0.686,-0.157
-0.383,-0.005
-0.342,0.023
-0.447,-0.056
-0.462,-0.09
-0.458,-0.04
-0.363,-0.075
-0.56,-0.173
-0.527,-0.128
-0.691,-0.16
-0.42,-0.052
-0.559,-0.103
-0.418,-0.029
-0.496,-0.096
-0.643,-0.156
-0.516,-0.053
-0.342,0.018
-0.257,0.034
-0.725,-0.228
-0.71,-0.158
-0.617,-0.135
-0.616,-0.1
-0.532,-0.126
-0.219,0.065
-0.646,-0.151
-0.573,-0.136
-0.568,-0.137
-0.545,-0.074
-0.473,-0.065
-0.632,-0.162
-0.72,-0.182
-0.498,-0.083
-0.361,-0.001
-0.363,0.033
-0.738,-0.235
-0.626,-0.154
-0.677,-0.154
-0.681,-0.174
-0.508,-0.06
-0.629,-0.141
-0.642,-0.129
-0.589,-0.137
-0.582,-0.148
-0.325,-0.007
-0.241,0.041
-0.252,0.046
-0.589,-0.133
-0.735,-0.177
-0.276,0.012
-0.324,0.012
-0.391,-0.005
-0.331,0.028
-0.616,-0.131
-0.585,-0.116
-0.713,-0.228
-0.725,-0.17
-0.715,-0.178
-0.31,0.02
-0.725,-0.179
-0.682,-0.172
-0.66,-0.15
-0.642,-0.174
-0.611,-0.115
-0.651,-0.148
-0.588,-0.155
-0.546,-0.151
-0.588,-0.119
-0.254,0.054
-0.293,0.002
-0.256,0.046
-0.276,0.036
-0.518,-0.079
-0.518,-0.09
-0.654,-0.156
-0.514,-0.156
-0.676,-0.215
-0.685,-0.162
-0.737,-0.218
-0.385,-0.024
-0.16,0.114
-0.659,-0.125
-0.225,0.089
-0.503,-0.064
-0.722,-0.169
-0.725,-0.142
-0.722,-0.181
-0.362,-0.051
-0.623,-0.14
-0.733,-0.177
-0.669,-0.186
-0.358,-0.01
-0.499,-0.095
-0.686,-0.174
-0.232,0.071
-0.337,0.025
-0.475,-0.068
-0.51,-0.071
-0.559,-0.167
-0.396,-0.062
-0.388,-0.022
-0.456,-0.059
-0.537,-0.093
-0.738,-0.189
-0.732,-0.176
-0.236,0.043
-0.522,-0.077
-0.718,-0.183
-0.631,-0.132
-0.363,-0.052
-0.229,0.097
-0.578,-0.114
-0.353,-0.042
-0.379,-0.005
-0.28,-0.012
-0.497,-0.078
-0.72,-0.171
-0.405,-0.031
-0.396,-0.008
-0.534,-0.095
-0.313,-0.022
-0.685,-0.15
-0.435,-0.047
-0.611,-0.122
-0.701,-0.195
-0.505,-0.072
-0.676,-0.144
-0.201,0.047
-0.49,-0.078
-0.063,0.133
-0.533,-0.11
-0.534,-0.127
-0.432,0.004
-0.611,-0.134
-0.757,-0.231
-0.54,-0.096
-0.608,-0.163
-0.729,-0.178
-0.563,-0.073
-0.634,-0.128
-0.72,-0.188
-0.509,-0.113
-0.719,-0.212
-0.338,0.051
-0.714,-0.196
-0.33,0.002
-0.291,0.02
-0.22,0.101
-0.468,-0.088
-0.596,-0.117
-0.739,-0.176
-0.418,-0.026
-0.47,-0.038
-0.505,-0.07
-0.465,-0.049
-0.628,-0.18
-0.583,-0.191
-0.471,-0.046
-0.585,-0.094
-0.594,-0.105
-0.668,-0.163
-0.604,-0.14
-0.52,-0.139
-0.438,-0.062
-0.683,-0.17
-0.682,-0.151
-0.394,-0.022
-0.211,0.061
-0.229,0.081
-0.38,-0.031
-0.502,-0.079
-0.626,-0.21
-0.629,-0.13
-0.684,-0.149
-0.368,-0.042
-0.412,-0.034
-0.575,-0.111
-0.67,-0.159
-0.453,-0.053
-0.416,0.006
-0.443,-0.038
-0.245,0.023
-0.682,-0.145
-0.43,-0.056
-0.685,-0.183
-0.571,-0.096
-0.596,-0.112
-0.635,-0.134
-0.597,-0.131
-0.611,-0.095
-0.448,-0.055
-0.179,0.095
-0.268,0.022
-0.279,0.027
-0.226,0.077
-0.439,-0.026
-0.274,0.035
-0.311,0.037
-0.563,-0.12
-0.482,-0.103
-0.263,0.05
-0.417,-0.042
-0.363,-0.018
-0.565,-0.113
-0.667,-0.153
-0.368,0.009
-0.476,-0.072
-0.591,-0.143
-0.724,-0.179
-0.304,0.021
-0.282,0.036
-0.482,-0.075
-0.306,0.031
-0.603,-0.185
-0.415,0.004
-0.607,-0.12
-0.409,-0.014
-0.522,-0.047
-0.311,0.031
-0.73,-0.167
-0.643,-0.138
-0.557,-0.091
-0.646,-0.153
-0.669,-0.123
-0.325,0.049
-0.581,-0.13
-0.664,-0.177
-0.503,-0.087
-0.533,-0.08
-0.532,-0.063
-0.632,-0.133
-0.357,0.005
-0.352,-0.003
-0.434,-0.027
-0.657,-0.133
-0.567,-0.094
-0.362,-0.001
-0.261,0.024
-0.668,-0.147
-0.51,-0.077
-0.344,0.017
-0.67,-0.139
-0.727,-0.19
-0.679,-0.147
-0.385,-0.025
-0.608,-0.124
-0.609,-0.081
-0.391,-0.024
-0.506,-0.11
-0.347,0.025
-0.386,0.005
-0.309,-0.007
-0.578,-0.126
-0.312,-0.028
-0.627,-0.123
-0.658,-0.196
-0.629,-0.156
-0.709,-0.186
-0.231,0.078
-0.721,-0.183
-0.363,-0.042
-0.738,-0.199
-0.633,-0.115
-0.614,-0.186
-0.422,0.006
-0.504,-0.062
-0.12,0.136
-0.271,0.045
-0.297,0.041
-0.577,-0.098
-0.707,-0.163
-0.634,-0.139
-0.685,-0.206
-0.485,-0.11
-0.701,-0.196
-0.48,-0.097
-0.281,0.016
-0.264,0.051
-0.477,-0.062
-0.718,-0.172
-0.451,-0.057
-0.468,-0.073
-0.51,-0.092
-0.366,0.015
-0.184,0.071
-0.529,-0.084
0.105,0.225
-0.666,-0.185
-0.601,-0.117
-0.702,-0.185
-0.481,-0.057
-0.732,-0.196
-0.735,-0.209
-0.446,-0.02
-0.314,0.037
-0.257,0.006
-0.309,0.047
-0.64,-0.145
-0.465,-0.08
-0.566,-0.126
-0.615,-0.152
-0.618,-0.122
-0.737,-0.191
-0.72,-0.179
-0.599,-0.146
-0.754,-0.188
-0.723,-0.195
-0.728,-0.173
-0.252,0.002
-0.293,0.026
-0.742,-0.154
-0.676,-0.124
-0.666,-0.15
-0.694,-0.149
-0.472,-0.089
-0.602,-0.112
-0.521,-0.068
-0.469,-0.06
-0.517,-0.107
-0.641,-0.144
-0.384,-0.019
-0.231,0.064
-0.271,0.034
-0.544,-0.125
-0.5,-0.12
-0.422,-0.072
-0.503,-0.091
-0.621,-0.135
-0.415,-0.015
-0.684,-0.173
-0.714,-0.204
-0.696,-0.159
-0.714,-0.152
-0.699,-0.159
-0.547,-0.096
-0.354,0.017
-0.713,-0.186
-0.699,-0.157
-0.294,0.07
-0.308,0.015
-0.407,-0.017
-0.719,-0.188
-0.437,-0.079
-0.49,-0.052
-0.57,-0.117
-0.376,-0.035
-0.32,-0.008
-0.511,-0.038
-0.155,0.063
-0.167,0.112
-0.385,-0.002
-0.568,-0.146
-0.655,-0.177
-0.628,-0.145
-0.701,-0.187
-0.604,-0.118
-0.636,-0.137
-0.706,-0.181
-0.588,-0.083
-0.473,-0.044
-0.705,-0.213
-0.651,-0.189
-0.572,-0.155
-0.671,-0.243
-0.542,-0.127
0.052,0.201
-0.459,-0.043
-0.468,-0.061
-0.223,0.013
-0.313,-0.027
-0.371,0.01
-0.472,-0.062
-0.549,-0.182
-0.627,-0.102
-0.56,-0.089
-0.559,-0.106
-0.623,-0.131
-0.739,-0.198
-0.733,-0.174
-0.378,-0.003
-0.7,-0.183
-0.72,-0.185
-0.625,-0.132
-0.414,-0.082
-0.628,-0.123
-0.539,-0.116
-0.6,-0.107
-0.352,-0.021
-0.291,-0.017
-0.376,0.001
-0.505,-0.143
-0.532,-0.084
-0.433,-0.05
-0.605,-0.122
-0.69,-0.172
-0.703,-0.183
-0.721,-0.167
-0.733,-0.201
-0.749,-0.223
-0.565,-0.127
-0.496,-0.103
-0.681,-0.198
-0.601,-0.129
-0.421,-0.024
-0.396,-0.076
-0.302,0.006
-0.444,-0.038
-0.555,-0.076
-0.522,-0.12
-0.585,-0.159
-0.744,-0.238
-0.581,-0.135
-0.757,-0.167
-0.75,-0.182
-0.595,-0.099
-0.725,-0.242
-0.537,-0.145
-0.675,-0.148
-0.614,-0.149
-0.416,-0.043
-0.372,-0.073
-0.639,-0.151
-0.344,0.006
-0.379,-0.005
-0.373,-0.006
-0.069,0.084
-0.331,-0.074
-0.534,-0.119
-0.358,-0
-0.48,-0.061
-0.729,-0.19
-0.6,-0.125
-0.747,-0.162
-0.616,-0.128
-0.702,-0.165
-0.515,-0.068
-0.563,-0.107
-0.748,-0.16
-0.485,-0.107
-0.527,-0.114
-0.631,-0.173
-0.744,-0.214
-0.612,-0.148
-0.531,-0.094
-0.41,-0.01
-0.388,-0.054
-0.405,-0.062
-0.737,-0.24
-0.485,-0.104
-0.404,-0.039
-0.549,-0.185
-0.699,-0.187
-0.726,-0.2
-0.624,-0.158
-0.627,-0.158
-0.737,-0.176
-0.751,-0.189
-0.366,0.025
-0.723,-0.172
-0.759,-0.205
-0.756,-0.186
-0.638,-0.161
-0.565,-0.137
-0.516,-0.07
-0.51,-0.066
-0.489,-0.048
-0.388,-0.016
-0.689,-0.201
-0.373,-0.028
-0.397,-0.056
-0.312,-0.03
-0.585,-0.125
-0.35,0.016
-0.512,-0.072
-0.716,-0.164
-0.728,-0.167
-0.553,-0.127
-0.739,-0.186
-0.741,-0.156
-0.693,-0.132
-0.677,-0.178
-0.688,-0.152
-0.753,-0.197
-0.722,-0.217
-0.72,-0.203
-0.652,-0.124
-0.608,-0.175
-0.674,-0.171
-0.695,-0.167
-0.428,-0.045
-0.433,-0.08
-0.409,-0.031
-0.396,-0.022
-0.405,-0.01
-0.386,-0.014
-0.61,-0.125
-0.469,-0.073
-0.487,-0.084
-0.463,-0.045
-0.504,-0.067
-0.247,0.027
-0.518,-0.096
-0.605,-0.148
-0.644,-0.163
-0.484,-0.082
-0.636,-0.152
-0.675,-0.205
-0.565,-0.095
-0.38,-0.019
-0.474,-0.05
-0.652,-0.16
-0.431,-0.025
-0.395,-0.042
-0.501,-0.077
-0.36,-0.021
-0.636,-0.119
-0.499,-0.091
-0.726,-0.185
-0.736,-0.175
-0.731,-0.22
-0.593,-0.14
-0.446,-0.039
-0.492,-0.051
-0.038,0.165
-0.173,0.053
-0.446,-0.051
-0.436,-0.041
-0.389,-0.042
-0.319,0.016
-0.443,-0.037
-0.567,-0.136
-0.452,-0.101
-0.438,-0.05
-0.508,-0.099
-0.708,-0.191
-0.739,-0.227
-0.713,-0.142
-0.68,-0.233
-0.701,-0.151
-0.638,-0.138
-0.658,-0.158
-0.396,0.007
-0.483,-0.055
-0.35,-0.016
-0.13,0.104
-0.369,-0.013
-0.607,-0.164
-0.598,-0.111
-0.616,-0.223
-0.744,-0.18
-0.62,-0.154
-0.709,-0.168
-0.452,-0.051
-0.57,-0.125
-0.609,-0.118
-0.504,-0.044
-0.608,-0.115
-0.191,0.098
-0.493,-0.069
-0.649,-0.165
-0.594,-0.122
-0.638,-0.16
-0.634,-0.126
-0.605,-0.119
-0.313,0.006
-0.575,-0.101
-0.618,-0.135
-0.149,-0.02
-0.601,-0.117
-0.404,-0.095
-0.613,-0.152
-0.46,-0.05
-0.719,-0.17
-0.59,-0.105
-0.564,-0.098
-0.575,-0.187
-0.612,-0.141
-0.528,-0.098
-0.464,-0.073
-0.724,-0.193
-0.732,-0.183
-0.525,-0.13
-0.561,-0.122
-0.69,-0.207
-0.669,-0.148
-0.415,-0.032
-0.73,-0.18
-0.633,-0.135
-0.618,-0.173
-0.67,-0.165
-0.428,-0.037
-0.393,-0.07
-0.521,-0.077
-0.309,-0.039
-0.257,-0.001
-0.506,-0.094
-0.519,-0.123
-0.531,-0.096
-0.704,-0.174
-0.739,-0.205
-0.691,-0.161
-0.668,-0.207
-0.628,-0.128
-0.57,-0.139
-0.596,-0.179
-0.696,-0.224
-0.611,-0.092
-0.353,-0.023
-0.65,-0.134
-0.44,-0.027
-0.423,-0.048
-0.544,-0.114
-0.493,-0.077
-0.439,-0.036
-0.674,-0.138
-0.505,-0.099
-0.741,-0.156
-0.748,-0.193
-0.598,-0.144
-0.712,-0.169
-0.531,-0.106
-0.495,-0.066
-0.527,-0.086
-0.69,-0.205
-0.646,-0.176
-0.628,-0.186
-0.358,-0.016
-0.392,-0.065
-0.707,-0.196
-0.532,-0.096
-0.535,-0.168
-0.577,-0.136
-0.529,-0.095
-0.589,-0.104
-0.736,-0.213
-0.585,-0.108
-0.431,-0.044
-0.677,-0.183
-0.739,-0.233
-0.496,-0.102
-0.679,-0.143
-0.623,-0.142
-0.539,-0.174
-0.557,-0.157
-0.532,-0.058
-0.531,-0.079
-0.252,0.062
-0.57,-0.093
-0.62,-0.112
-0.743,-0.179
-0.699,-0.238
-0.698,-0.153
-0.693,-0.178
-0.545,-0.144
-0.367,-0.038
-0.584,-0.09
-0.709,-0.174
-0.751,-0.195
-0.558,-0.113
-0.547,-0.144
-0.703,-0.177
-0.644,-0.178
-0.635,-0.107
-0.545,-0.099
-0.556,-0.173
-0.378,-0.006
-0.616,-0.139
-0.132,0.086
-0.544,-0.058
-0.544,-0.138
-0.604,-0.113
-0.698,-0.165
-0.73,-0.17
-0.707,-0.257
-0.68,-0.21
-0.381,-0.022
-0.713,-0.204
-0.677,-0.17
-0.431,-0.073
-0.672,-0.162
-0.603,-0.108
-0.34,-0.011
-0.559,-0.111
-0.607,-0.133
-0.744,-0.233
-0.671,-0.152
-0.723,-0.184
-0.743,-0.205
-0.611,-0.158
-0.722,-0.201
-0.192,0.053
-0.157,0.087
-0.476,-0.055
-0.732,-0.198
-0.594,-0.114
-0.736,-0.178
-0.733,-0.228
-0.742,-0.224
-0.431,-0.051
-0.636,-0.18
-0.766,-0.212
-0.386,-0.046
-0.513,-0.063
-0.13,0.101
-0.474,-0.073
-0.601,-0.117
-0.6,-0.126
-0.747,-0.186
-0.717,-0.205
-0.413,-0.055
-0.745,-0.217
-0.642,-0.162
-0.665,-0.158
-0.761,-0.203
-0.731,-0.2
-0.705,-0.184
-0.658,-0.168
-0.673,-0.209
-0.741,-0.234
-0.73,-0.199
-0.507,-0.104
-0.535,-0.105
-0.743,-0.232
-0.217,0.084
-0.396,-0.015
-0.624,-0.136
-0.616,-0.114
-0.483,-0.025
-0.728,-0.171
-0.732,-0.182
-0.677,-0.192
-0.73,-0.211
-0.55,-0.085
-0.713,-0.194
-0.39,-0.039
-0.435,-0.037
-0.382,-0.025
-0.44,-0.105
-0.599,-0.142
-0.652,-0.14
-0.669,-0.187
-0.648,-0.122
-0.693,-0.187
-0.659,-0.196
-0.609,-0.117
-0.735,-0.178
-0.408,-0.023
-0.277,0.017
-0.534,-0.111
-0.715,-0.235
-0.351,-0.018
-0.548,-0.094
-0.326,0.023
-0.579,-0.097
-0.677,-0.155
-0.598,-0.127
-0.652,-0.193
-0.75,-0.238
-0.502,-0.083
-0.43,-0.072
-0.681,-0.171
-0.464,-0.082
-0.424,-0.127
-0.699,-0.198
-0.731,-0.198
-0.388,-0.033
-0.626,-0.143
-0.377,-0.039
-0.501,-0.069
-0.156,0.121
-0.533,-0.123
-0.387,-0.056
-0.432,-0.058
-0.42,-0.05
-0.366,-0.026
-0.684,-0.19
-0.503,-0.064
-0.579,-0.136
-0.548,-0.086
-0.73,-0.171
-0.621,-0.148
-0.738,-0.216
-0.707,-0.173
-0.762,-0.201
-0.75,-0.206
-0.659,-0.149
-0.518,-0.151
-0.321,-0.048
-0.566,-0.11
-0.719,-0.209
-0.627,-0.16
-0.78,-0.214
-0.57,-0.098
-0.612,-0.12
-0.522,-0.065
-0.611,-0.137
-0.741,-0.214
-0.773,-0.247
-0.491,-0.09
-0.761,-0.21
-0.524,-0.087
-0.727,-0.219
-0.522,-0.056
-0.724,-0.195
-0.646,-0.15
-0.586,-0.13
-0.255,0.018
-0.67,-0.147
-0.673,-0.153
